人工智能关键词,企业名称,招聘岗位,工作城市,工作区域,最低月薪,最高月薪,职位描述,学历要求,要求经验,招聘人数,招聘类别,初级分类,来源平台,公司地点,工作地点,招聘发布日期,招聘结束日期,招聘发布年份,招聘结束年份,来源
人工智能,认知智能,高级自然语言处理算法工程师,厦门,厦门思明区,22,34,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 PyTorch、预训练模型、文本分类、BERT、信息抽取。典型场景为智能推荐与风险识别。 需负责关键系统的稳定性与可观测性建设。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,3,社会招聘,人工智能,前程无忧,厦门,厦门软件园,2023-01-22,2023-03-14,2023,2023,前程无忧
人工智能,经纬智能,中级自然语言处理算法工程师,深圳,深圳南山区,19,31,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 BERT、文本分类、PyTorch、信息抽取、预训练模型。典型场景为智能推荐与风险识别。 需负责算法模型的工程化部署与迭代。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,9,实习,人工智能,BOSS直聘,深圳,深圳科技园,2023-07-23,2023-09-01,2023,2023,BOSS直聘
人工智能,云端智算,中级自然语言处理算法工程师,苏州,苏州工业园区,19,31,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 预训练模型、文本分类、信息抽取、PyTorch、BERT。典型场景为智能推荐与风险识别。 需参与开源项目的贡献与社区协作。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,8,校园招聘,人工智能,高校就业网,苏州,苏州独墅湖,2023-01-16,2023-02-22,2023,2023,高校就业网
人工智能,链云科技,高级自然语言处理算法工程师,西安,西安雁塔区,22,34,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 PyTorch、文本分类、信息抽取、BERT、预训练模型。典型场景为智能推荐与风险识别。 需负责业务指标的增长与量化复盘。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,3,社会招聘,人工智能,智联招聘,西安,西安高新区,2023-01-02,2023-02-06,2023,2023,智联招聘
人工智能,凌云科技,自然语言处理算法工程师,深圳,深圳福田区,17,28,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 信息抽取、PyTorch、文本分类、BERT、预训练模型。典型场景为智能推荐与风险识别。 需负责高并发场景下的性能攻坚。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,5,社会招聘,人工智能,企业官网,深圳,深圳华强北,2023-06-11,2023-07-16,2023,2023,企业官网
人工智能,源生科技,自然语言处理算法工程师,西安,西安雁塔区,17,28,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 PyTorch、文本分类、信息抽取、预训练模型、BERT。典型场景为智能推荐与风险识别。 需参与公司核心业务中台建设。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,5,社会招聘,人工智能,高校就业网,西安,西安高新区,2023-11-04,2023-12-08,2023,2023,高校就业网
人工智能,慧联科技,中级自然语言处理算法工程师,广州,广州天河区,19,31,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 BERT、PyTorch、信息抽取、预训练模型、文本分类。典型场景为智能推荐与风险识别。 需负责高并发场景下的性能攻坚。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,7,社会招聘,人工智能,前程无忧,广州,广州科学城,2023-07-11,2023-08-18,2023,2023,前程无忧
人工智能,伏羲智能,自然语言处理算法工程师,厦门,厦门思明区,17,28,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 预训练模型、信息抽取、PyTorch、BERT、文本分类。典型场景为智能推荐与风险识别。 需负责业务指标的增长与量化复盘。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,9,实习,人工智能,企业官网,厦门,厦门软件园,2023-05-28,2023-07-16,2023,2023,企业官网
人工智能,量子智能,中级自然语言处理算法工程师,武汉,武汉洪山区,19,31,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 文本分类、信息抽取、PyTorch、BERT、预训练模型。典型场景为智能推荐与风险识别。 需参与公司核心业务中台建设。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,2,社会招聘,人工智能,前程无忧,武汉,武汉光谷,2023-08-05,2023-09-05,2023,2023,前程无忧
人工智能,算力网络,中级自然语言处理算法工程师,深圳,深圳福田区,19,31,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 信息抽取、BERT、预训练模型、文本分类、PyTorch。典型场景为智能推荐与风险识别。 需负责核心链路的压测与容量规划。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,10,社会招聘,人工智能,猎聘,深圳,深圳华强北,2023-06-17,2023-08-04,2023,2023,猎聘
人工智能,伏羲智能,自然语言处理算法工程师,厦门,厦门思明区,17,28,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 文本分类、预训练模型、PyTorch、BERT、信息抽取。典型场景为智能推荐与风险识别。 需负责关键系统的稳定性与可观测性建设。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,1,校园招聘,人工智能,高校就业网,厦门,厦门软件园,2023-10-05,2023-11-11,2023,2023,高校就业网
人工智能,芯智科技,自然语言处理算法工程师,上海,上海徐汇区,17,28,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 信息抽取、文本分类、预训练模型、BERT、PyTorch。典型场景为智能推荐与风险识别。 需参与跨部门数据治理专项。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,9,社会招聘,人工智能,智联招聘,上海,上海漕河泾,2023-07-09,2023-08-21,2023,2023,智联招聘
人工智能,华云数据,自然语言处理算法工程师,上海,上海徐汇区,17,28,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 文本分类、PyTorch、预训练模型、BERT、信息抽取。典型场景为智能推荐与风险识别。 需负责多云环境下的架构治理。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,8,社会招聘,人工智能,猎聘,上海,上海漕河泾,2023-08-26,2023-10-22,2023,2023,猎聘
人工智能,云端智算,中级自然语言处理算法工程师,重庆,重庆渝北区,19,31,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 BERT、信息抽取、PyTorch、预训练模型、文本分类。典型场景为智能推荐与风险识别。 需负责重点客户项目交付。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,10,校园招聘,人工智能,企业官网,重庆,重庆两江新区,2023-10-11,2023-11-16,2023,2023,企业官网
人工智能,启明信息,自然语言处理算法工程师,广州,广州天河区,17,28,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 信息抽取、预训练模型、PyTorch、文本分类、BERT。典型场景为智能推荐与风险识别。 需参与端云协同与边缘计算落地。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,7,实习,人工智能,企业官网,广州,广州科学城,2023-09-01,2023-10-28,2023,2023,企业官网
人工智能,光年科技,自然语言处理算法工程师,成都,成都高新区,17,28,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 信息抽取、文本分类、BERT、PyTorch、预训练模型。典型场景为智能推荐与风险识别。 需负责重点客户项目交付。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,9,校园招聘,人工智能,猎聘,成都,成都天府软件园,2023-01-27,2023-03-06,2023,2023,猎聘
人工智能,星环科技,自然语言处理算法工程师,厦门,厦门思明区,17,28,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 BERT、PyTorch、信息抽取、文本分类、预训练模型。典型场景为智能推荐与风险识别。 需参与跨部门数据治理专项。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,10,社会招聘,人工智能,BOSS直聘,厦门,厦门软件园,2023-12-23,2024-01-28,2023,2024,BOSS直聘
人工智能,光年科技,高级自然语言处理算法工程师,深圳,深圳福田区,22,34,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 BERT、PyTorch、预训练模型、信息抽取、文本分类。典型场景为智能推荐与风险识别。 需负责算法模型的工程化部署与迭代。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,3,社会招聘,人工智能,企业官网,深圳,深圳华强北,2023-02-10,2023-03-26,2023,2023,企业官网
人工智能,慧联科技,自然语言处理算法工程师,杭州,杭州余杭区,17,28,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 文本分类、PyTorch、信息抽取、BERT、预训练模型。典型场景为智能推荐与风险识别。 需负责大模型业务场景的落地验证。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,2,实习,人工智能,企业官网,杭州,杭州梦想小镇,2023-07-03,2023-08-16,2023,2023,企业官网
人工智能,智航科技,自然语言处理算法工程师,深圳,深圳南山区,17,28,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 PyTorch、文本分类、预训练模型、BERT、信息抽取。典型场景为智能推荐与风险识别。 需负责重点客户项目交付。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,6,社会招聘,人工智能,企业官网,深圳,深圳科技园,2023-08-26,2023-10-17,2023,2023,企业官网
人工智能,智联未来,高级自然语言处理算法工程师,北京,北京朝阳区,22,34,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 文本分类、预训练模型、PyTorch、信息抽取、BERT。典型场景为智能推荐与风险识别。 需参与端云协同与边缘计算落地。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,1,校园招聘,人工智能,智联招聘,北京,北京望京,2023-07-17,2023-08-24,2023,2023,智联招聘
人工智能,数澜科技,高级自然语言处理算法工程师,长沙,长沙岳麓区,22,34,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 PyTorch、文本分类、BERT、信息抽取、预训练模型。典型场景为智能推荐与风险识别。 需负责高并发场景下的性能攻坚。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,6,社会招聘,人工智能,拉勾网,长沙,长沙高新区,2023-05-04,2023-06-10,2023,2023,拉勾网
人工智能,蜂巢智能,自然语言处理算法工程师,深圳,深圳南山区,17,28,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 信息抽取、文本分类、BERT、预训练模型、PyTorch。典型场景为智能推荐与风险识别。 需负责大模型业务场景的落地验证。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,8,社会招聘,人工智能,企业官网,深圳,深圳科技园,2023-09-07,2023-10-08,2023,2023,企业官网
人工智能,微步科技,高级自然语言处理算法工程师,南京,南京雨花台区,22,34,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 文本分类、预训练模型、BERT、信息抽取、PyTorch。典型场景为智能推荐与风险识别。 需负责数据资产化与指标体系建设。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,5,社会招聘,人工智能,高校就业网,南京,南京软件谷,2023-01-07,2023-02-26,2023,2023,高校就业网
人工智能,智联未来,自然语言处理算法工程师,苏州,苏州工业园区,17,28,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 预训练模型、信息抽取、BERT、PyTorch、文本分类。典型场景为智能推荐与风险识别。 需参与低代码与智能化研发工具建设。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,2,实习,人工智能,智联招聘,苏州,苏州独墅湖,2023-08-07,2023-09-30,2023,2023,智联招聘
人工智能,苍穹数据,中级自然语言处理算法工程师,深圳,深圳南山区,19,31,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 预训练模型、BERT、文本分类、PyTorch、信息抽取。典型场景为智能推荐与风险识别。 需负责高并发场景下的性能攻坚。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,1,社会招聘,人工智能,前程无忧,深圳,深圳科技园,2023-06-11,2023-07-28,2023,2023,前程无忧
人工智能,量子智能,中级自然语言处理算法工程师,重庆,重庆渝北区,19,31,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 BERT、文本分类、预训练模型、信息抽取、PyTorch。典型场景为智能推荐与风险识别。 需参与 AI 能力的工程化封装与平台化。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,2,社会招聘,人工智能,猎聘,重庆,重庆两江新区,2023-12-23,2024-01-31,2023,2024,猎聘
人工智能,极光数据,高级自然语言处理算法工程师,北京,北京朝阳区,22,34,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 预训练模型、信息抽取、BERT、PyTorch、文本分类。典型场景为智能推荐与风险识别。 需负责高并发场景下的性能攻坚。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,10,社会招聘,人工智能,BOSS直聘,北京,北京望京,2023-07-20,2023-09-14,2023,2023,BOSS直聘
人工智能,视界科技,自然语言处理算法工程师,上海,上海浦东新区,17,28,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 BERT、预训练模型、文本分类、PyTorch、信息抽取。典型场景为智能推荐与风险识别。 需负责核心链路的压测与容量规划。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,2,社会招聘,人工智能,前程无忧,上海,上海张江,2023-02-11,2023-03-25,2023,2023,前程无忧
人工智能,拓扑智能,自然语言处理算法工程师,上海,上海浦东新区,17,28,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 文本分类、预训练模型、信息抽取、BERT、PyTorch。典型场景为智能推荐与风险识别。 需负责数据资产化与指标体系建设。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,4,实习,人工智能,拉勾网,上海,上海张江,2023-03-20,2023-04-23,2023,2023,拉勾网
人工智能,峰云数据,中级自然语言处理算法工程师,南京,南京雨花台区,19,31,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 BERT、预训练模型、PyTorch、文本分类、信息抽取。典型场景为智能推荐与风险识别。 需负责关键系统的稳定性与可观测性建设。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,1,实习,人工智能,智联招聘,南京,南京软件谷,2023-05-15,2023-07-03,2023,2023,智联招聘
人工智能,认知智能,自然语言处理算法工程师,南京,南京雨花台区,17,28,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 文本分类、信息抽取、预训练模型、BERT、PyTorch。典型场景为智能推荐与风险识别。 需负责关键系统的稳定性与可观测性建设。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,10,实习,人工智能,企业官网,南京,南京软件谷,2023-09-11,2023-10-30,2023,2023,企业官网
人工智能,量子智能,中级自然语言处理算法工程师,重庆,重庆渝北区,19,31,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 信息抽取、BERT、预训练模型、PyTorch、文本分类。典型场景为智能推荐与风险识别。 需参与 AI 能力的工程化封装与平台化。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,3,校园招聘,人工智能,BOSS直聘,重庆,重庆两江新区,2023-10-19,2023-12-06,2023,2023,BOSS直聘
人工智能,亿智信息,中级自然语言处理算法工程师,北京,北京朝阳区,19,31,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 预训练模型、PyTorch、信息抽取、文本分类、BERT。典型场景为智能推荐与风险识别。 需负责高并发场景下的性能攻坚。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,9,实习,人工智能,高校就业网,北京,北京望京,2023-06-20,2023-07-29,2023,2023,高校就业网
人工智能,经纬智能,自然语言处理算法工程师,北京,北京海淀区,18,29,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 Prompt Engineering、微调、大模型、多模态、智能体、RAG。典型场景为智能推荐与风险识别。 需负责多云环境下的架构治理。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,2,社会招聘,人工智能,高校就业网,北京,北京中关村,2024-01-26,2024-03-20,2024,2024,高校就业网
人工智能,边缘智能,自然语言处理算法工程师,北京,北京海淀区,18,29,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 微调、大模型、智能体、多模态、RAG、Prompt Engineering。典型场景为智能推荐与风险识别。 需负责安全合规体系的技术落地。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,10,校园招聘,人工智能,企业官网,北京,北京中关村,2024-10-08,2024-11-13,2024,2024,企业官网
人工智能,亿智信息,自然语言处理算法工程师,深圳,深圳南山区,18,29,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 多模态、大模型、微调、RAG、Prompt Engineering、智能体。典型场景为智能推荐与风险识别。 需负责大模型业务场景的落地验证。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,6,社会招聘,人工智能,企业官网,深圳,深圳科技园,2024-09-10,2024-10-13,2024,2024,企业官网
人工智能,算力网络,高级自然语言处理算法工程师,深圳,深圳南山区,23,35,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 智能体、RAG、Prompt Engineering、大模型、微调、多模态。典型场景为智能推荐与风险识别。 需负责业务指标的增长与量化复盘。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,8,社会招聘,人工智能,企业官网,深圳,深圳科技园,2024-09-25,2024-11-11,2024,2024,企业官网
人工智能,天工科技,自然语言处理算法工程师,深圳,深圳南山区,18,29,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 智能体、Prompt Engineering、RAG、多模态、微调、大模型。典型场景为智能推荐与风险识别。 需负责关键系统的稳定性与可观测性建设。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,9,社会招聘,人工智能,猎聘,深圳,深圳科技园,2024-11-27,2024-12-30,2024,2024,猎聘
人工智能,星河科技,中级自然语言处理算法工程师,深圳,深圳南山区,20,32,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 Prompt Engineering、多模态、微调、RAG、智能体、大模型。典型场景为智能推荐与风险识别。 需参与公司核心业务中台建设。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,2,社会招聘,人工智能,前程无忧,深圳,深圳科技园,2024-07-23,2024-08-24,2024,2024,前程无忧
人工智能,量子智能,中级自然语言处理算法工程师,长沙,长沙岳麓区,20,32,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 RAG、Prompt Engineering、智能体、微调、多模态、大模型。典型场景为智能推荐与风险识别。 需参与 AI 能力的工程化封装与平台化。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,8,社会招聘,人工智能,BOSS直聘,长沙,长沙高新区,2024-12-16,2025-01-22,2024,2025,BOSS直聘
人工智能,启明信息,自然语言处理算法工程师,深圳,深圳福田区,18,29,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 RAG、多模态、智能体、大模型、微调、Prompt Engineering。典型场景为智能推荐与风险识别。 需参与公司核心业务中台建设。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,3,社会招聘,人工智能,BOSS直聘,深圳,深圳华强北,2024-01-08,2024-02-27,2024,2024,BOSS直聘
人工智能,苍穹数据,自然语言处理算法工程师,厦门,厦门思明区,18,29,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 多模态、大模型、RAG、智能体、微调、Prompt Engineering。典型场景为智能推荐与风险识别。 需参与多团队协同的复杂项目。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,6,社会招聘,人工智能,智联招聘,厦门,厦门软件园,2024-07-23,2024-09-11,2024,2024,智联招聘
人工智能,慧联科技,中级自然语言处理算法工程师,深圳,深圳福田区,20,32,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 大模型、智能体、微调、RAG、多模态、Prompt Engineering。典型场景为智能推荐与风险识别。 需负责业务指标的增长与量化复盘。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,8,社会招聘,人工智能,前程无忧,深圳,深圳华强北,2024-05-08,2024-06-09,2024,2024,前程无忧
人工智能,睿思智能,自然语言处理算法工程师,成都,成都高新区,18,29,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 智能体、微调、大模型、RAG、Prompt Engineering、多模态。典型场景为智能推荐与风险识别。 需参与技术体系升级与重构。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,10,社会招聘,人工智能,BOSS直聘,成都,成都天府软件园,2024-10-26,2024-12-21,2024,2024,BOSS直聘
人工智能,极光数据,中级自然语言处理算法工程师,上海,上海徐汇区,20,32,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 RAG、Prompt Engineering、微调、大模型、智能体、多模态。典型场景为智能推荐与风险识别。 需负责重点客户项目交付。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,5,校园招聘,人工智能,BOSS直聘,上海,上海漕河泾,2024-06-07,2024-07-09,2024,2024,BOSS直聘
人工智能,蓝鲸软件,中级自然语言处理算法工程师,重庆,重庆渝北区,20,32,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 多模态、大模型、微调、RAG、Prompt Engineering、智能体。典型场景为智能推荐与风险识别。 需负责核心链路的压测与容量规划。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,5,校园招聘,人工智能,企业官网,重庆,重庆两江新区,2024-01-26,2024-03-16,2024,2024,企业官网
人工智能,智航科技,高级自然语言处理算法工程师,厦门,厦门思明区,23,35,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 多模态、大模型、智能体、Prompt Engineering、微调、RAG。典型场景为智能推荐与风险识别。 需参与跨部门数据治理专项。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,9,社会招聘,人工智能,拉勾网,厦门,厦门软件园,2024-02-10,2024-04-02,2024,2024,拉勾网
人工智能,算力网络,高级自然语言处理算法工程师,深圳,深圳南山区,23,35,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 大模型、Prompt Engineering、微调、智能体、多模态、RAG。典型场景为智能推荐与风险识别。 需参与开源项目的贡献与社区协作。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,8,社会招聘,人工智能,猎聘,深圳,深圳科技园,2024-11-07,2024-12-26,2024,2024,猎聘
人工智能,智源研究院,中级自然语言处理算法工程师,杭州,杭州西湖区,20,32,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 RAG、大模型、微调、智能体、Prompt Engineering、多模态。典型场景为智能推荐与风险识别。 需负责大模型业务场景的落地验证。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,3,社会招聘,人工智能,企业官网,杭州,杭州未来科技城,2024-05-28,2024-07-25,2024,2024,企业官网
人工智能,星河科技,自然语言处理算法工程师,西安,西安雁塔区,18,29,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 多模态、Prompt Engineering、大模型、RAG、微调、智能体。典型场景为智能推荐与风险识别。 需参与 AI 能力的工程化封装与平台化。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,3,校园招聘,人工智能,高校就业网,西安,西安高新区,2024-07-22,2024-09-09,2024,2024,高校就业网
人工智能,微步科技,自然语言处理算法工程师,武汉,武汉洪山区,18,29,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 Prompt Engineering、大模型、智能体、微调、多模态、RAG。典型场景为智能推荐与风险识别。 需参与 AI 能力的工程化封装与平台化。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,7,实习,人工智能,BOSS直聘,武汉,武汉光谷,2024-06-24,2024-08-15,2024,2024,BOSS直聘
人工智能,芯智科技,自然语言处理算法工程师,广州,广州天河区,18,29,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 微调、智能体、RAG、Prompt Engineering、大模型、多模态。典型场景为智能推荐与风险识别。 需负责数据资产化与指标体系建设。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,7,社会招聘,人工智能,智联招聘,广州,广州科学城,2024-04-21,2024-06-14,2024,2024,智联招聘
人工智能,慧联科技,自然语言处理算法工程师,合肥,合肥蜀山区,18,29,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 多模态、RAG、Prompt Engineering、大模型、微调、智能体。典型场景为智能推荐与风险识别。 需参与多团队协同的复杂项目。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,5,社会招聘,人工智能,BOSS直聘,合肥,合肥高新区,2024-07-02,2024-08-10,2024,2024,BOSS直聘
人工智能,伏羲智能,自然语言处理算法工程师,南京,南京雨花台区,18,29,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 多模态、智能体、Prompt Engineering、微调、大模型、RAG。典型场景为智能推荐与风险识别。 需负责大模型业务场景的落地验证。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,1,校园招聘,人工智能,BOSS直聘,南京,南京软件谷,2024-07-03,2024-08-29,2024,2024,BOSS直聘
人工智能,灵犀智能,中级自然语言处理算法工程师,成都,成都高新区,20,32,负责文本理解、信息抽取、对话与生成等 NLP 算法的研发。要求掌握 RAG、多模态、智能体、Prompt Engineering、微调、大模型。典型场景为智能推荐与风险识别。 需负责核心链路的压测与容量规划。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,硕士及以上,2年以上,8,实习,人工智能,猎聘,成都,成都天府软件园,2024-07-13,2024-09-03,2024,2024,猎聘
